code,name,network_id,network_region,description,npi_id,lat,lng,created_at,updated_at
CORIO,Corio,NEM,VIC1,<p></p>,NA,-38.059048,144.404905,2023-10-18 04:34:46+00:00,2025-09-07 01:53:47+00:00
CRWASF1,Corowa,NEM,NSW1,"<p>Corowa Solar Farm is a 30 MWac solar farm in NSW just outside of the 5,500 person strong town of Corowa. The project has been in development since 2017 and is currently in the late stages of construction.</p>",NA,-35.98629,146.361456,2023-10-18 04:34:46+00:00,2025-08-05 05:49:01+00:00
CROOKWEL,Crookwell,NEM,NSW1,"<p>Crookwell Wind Farm, located at Crookwell west of Goulburn, New South Wales with a total capacity of 4.8 MW. It was the first grid-connected wind farm in Australia when built by Pacific Power in 1998. It is now owned by Tilt Renewables.<br/>The farm was the largest wind farm in Australia when built, with the energy produced bought and on-sold to customers by then energy retailer Great Southern Energy.</p>",NA,-34.5165,149.54248,2023-10-18 04:34:46+00:00,2023-10-18 04:34:46+00:00
CROOKWF2,Crookwell 2,NEM,NSW1,"<p>In November, GPG (the international electricity generation subsidiary of Naturgy) opened its Crookwell II Wind Farm in New South Wales, inside the ATC (Australian Capital Territory) and only 90 kilometres from Canberra, the Australian capital. The facility has a power capacity of 96 MW, 28 wind turbines and it will be able to supply 42,000 homes in Canberra thanks to generating 300,000 megawatts/hour per year of renewable electricity.</p>",NA,-34.547676,149.589254,2023-10-18 04:34:46+00:00,2025-07-08 05:05:47+00:00
CROOKWF3,Crookwell 3,NEM,NSW1,"<p>Crookwell 3 Wind Farm, located at Crookwell 25km north-west of Goulburn, and 90km north-east of Canberra, within the Upper Lachlan Shire Local Government Area, New South Wales</p>",NA,-34.484645,149.54447,2024-10-01 04:51:28+00:00,2025-07-08 05:55:20+00:00
CROWLWF,Crowlands,NEM,VIC1,"<p>Crowlands Wind Farm is located in Western Victoria’s Pyrenees Shire Council, 25km north-east of Ararat (205km west of Melbourne). The site was identified as an area highly suitable for efficiently capturing energy from the wind.</p><p>After a long period of consultation with the local community that began in 2004, the project was granted planning approval in August 2010. Following pre-construction assessments, consultations and reviews, the layout for the project has been refined and subsequently reduced. Development approval to construct and operate a wind energy facility at Crowlands was granted to Pacific Blue in 2013.</p><p>Crowlands Wind Farm consists of 39 turbines that produce clean energy equivalent to the yearly needs of around 50,000 Victorian homes. The turbines are Senvion MM92 wind turbine generators, rated at 2.05MW each, with a maximum hub height of 100m and a maximum blade tip height of 146.5m.</p>",NA,-36.97615,143.097998,2023-10-18 04:34:46+00:00,2025-07-08 05:32:31+00:00
CRURWF1,Crudine Ridge,NEM,NSW1,"<p>The Crudine Ridge Wind Farm is a 135MW wind energy project situated approximately 45 km south of Mudgee, NSW.</p>",NA,-32.864748,149.81297,2023-10-18 04:34:46+00:00,2025-07-08 04:30:44+00:00
CULCSF,Culcairn,NEM,NSW1,"<p>The 440 MWp Culcairn Solar Farm spans across 1,000 hectares of land and will be Neoen’s second largest solar asset in Australia once it goes into operations.</p><p>Neoen secured development approval for Culcairn Solar Farm from the NSW Government in 2021, with an option to build a 100 MW / 200 MWh battery in the future.</p><p>It will connect into the on-site 330 kV transmission line managed by TransGrid.</p>",NA,-35.709592,146.981761,2024-11-29 05:19:17+00:00,2025-10-05 22:55:52+00:00
CULLERIN,Cullerin Range,NEM,NSW1,"<p>The 30 megawatt Cullerin Range Wind Farm is  located in the localities of Cullerin and Breadalbane in the Upper Lachlan Shire, New South Wales, Australia. The wind farm was completed in 2009 and cost around $90 million. The owner, Origin Energy, sold the business to Energy Developments, a subsidiary of Duet.</p>",NA,-34.750995,149.381027,2023-10-18 04:34:47+00:00,2025-08-05 05:49:56+00:00
DAANDINE,Daandine,NEM,QLD1,"<p>The Queensland located Arrow Energy&#x27;s Daandine power station&#x27;s first electricity production occurred in December 2006 as a result of coal seam methane gas obtained from the nearby Daandine gas field. Prior to the opening of the new power station, ramp up gas from the Daandine field, had been sold to CS Energy.</p>",NA,-27.086294,150.942528,2023-10-18 04:34:47+00:00,2025-09-07 01:53:49+00:00
DALNTH,Dalrymple North,NEM,SA1,"<p>The Dalrymple ESCRI battery (Energy Storage for Commercial Renewable Integration) is a 30 MW / 8 MW·h grid-connected battery array near Stansbury on Yorke Peninsula in South Australia. Its role is to provide improved reliability and stability to the electricity network on Yorke Peninsula and South Australia.<br/>The battery is installed adjacent to the Dalrymple substation, seven kilometres southwest of Stansbury. Dalrymple substation is at the end of a 275 kV power line into the peninsula. It feeds 33 kV lines to various towns across the lower end of the peninsula and receives electricity generated by the Wattle Point Wind Farm.<br/>The facility is able to store excess generation from Wattle Point Wind Farm as well as a colocated solar farm and is expected to provide a similar service to the Hornsdale Power Reserve in the Mid North of the state.The battery was constructed by Consolidated Power Projects with ABB and Samsung components. It was part-funded by a grant from the Commonwealth Government through the Australian Renewable Energy Agency (ARENA). It was commissioned in June and July 2018. It provides frequency control to the grid, and also enables the possibility for Yorke Peninsula to operate independently of the wider grid in the event of a system failure.</p>",NA,-34.888446,137.758114,2023-10-18 04:34:47+00:00,2025-09-15 01:53:48+00:00
DDPS1,Darling Downs,NEM,QLD1,"<p>Darling Downs Power Station is in Kogan, Western Downs Region, Queensland, Australia. It is 40 kilometres (25 mi) west of Dalby and owned by Origin Energy. The Darling Downs Power Station is adjacent to the QLD-NSW high voltage transmission Interconnector and the Powerlink Queensland R2 Braemar 330/275 kV Substation. <br/>Darling Downs is a gas fired combined cycle gas turbine power station and is the largest of its type in Australia. It is powered by three 120 MW GE Frame 9E gas turbines and one 270 MW steam turbine, which generate a total of 630 MW of electricity. A 205 kilometre pipeline transports the gas to the station from gas fields near Wallumbilla. The power station uses less than 3% of the water that a traditional coal powered power station does by utilising air-cooled technology.Origin Energy developed the power station and the construction costs for the project were $780 million. Darling Downs entered commercial operation in July 2010. and was officially opened on the 5 November 2010 by Premier Anna Bligh.</p>",NA,-27.116851,150.895391,2023-10-18 04:34:47+00:00,2025-09-07 01:53:51+00:00
DDSF,Darling Downs,NEM,QLD1,"<p>Darling Downs Solar Farm is a 110MW photovoltaic solar power station in Queensland, Australia developed by APA Group 45 km west of Dalby in the Darling Downs region next to the Darling Downs Power Station. All of the electricity produced will be sold to Origin Energy until 2030. The solar farm connects to the national electricity grid through Powerlink&#x27;s Braemar substation. It has approximately 430,000 solar panels on an area of approximately 250 hectares (620 acres).The solar farm was planned by Origin Energy which owns the adjacent natural gas Darling Downs Power Station. Origin received planning approval and A$20 million support from the Australian Renewable Energy Agency (ARENA) before selling the project to APA Group in May 2017. designed and built by RCR Tomlinson under an engineering, procurement and construction contract worth approximately A$175 million.Darling Downs Solar Farm was the ninth solar farm to be approved by the Western Downs Regional Council.</p>",NA,-27.112,150.8819,2023-10-18 04:34:49+00:00,2025-07-08 04:51:56+00:00
DARLSF,Darlington Point,NEM,NSW1,"<p>Darlington Point Solar Far is a photovoltaic power station under development 10 km south of the town of Darlington Point in New South Wales, Australia. It received planning approval and development consent on 7 December 2018, and has a power purchase agreement for supply of 150MW to Delta Energy.</p>",NA,-34.644808,146.035756,2023-10-18 04:34:47+00:00,2025-07-08 02:49:19+00:00
DPNTB,Darlington Point,NEM,NSW1,"<p>The combined 150MW / 300MWh Riverina and Darlington Point Energy Storage Systems is located adjacent to TransGrid’s Darlington Point Substation in the Murrumbidgee Shire, South West NSW.</p>",NA,-34.646668,146.034982,2023-10-18 04:34:49+00:00,2025-08-26 01:56:29+00:00
DARTM,Dartmouth,NEM,VIC1,"<p>Designed by the State Electricity Commission of Victoria, and constructed by Lewis Constructions, and commissioned in January 1981, Dartmouth Power Station has one Francis turbine-generator, with a generating capacity of 180 megawatts, the largest single installed hydroelectric turbine in Australia. It is owned and operated by AGL Energy.</p>",NA,-36.55529,147.519872,2023-10-18 04:34:47+00:00,2025-07-08 04:06:04+00:00
DAYDSF,Daydream,NEM,QLD1,"<p>Daydream Solar Farm is a photovoltaic power station near Collinsville in Queensland, Australia. It uses a single-axis tracking system to follow the sun across the sky. It was developed by Edify Energy. It generates up to 180MW DC and  150MW AC.<br/>Powerlink upgraded its transmission network to connect the Hayman and Daydream solar farms to the grid.Daydream has a 12-year power purchase agreement to provide electricity to Origin Energy.</p>",NA,-20.512804,147.691968,2023-10-18 04:34:47+00:00,2025-07-08 04:19:00+00:00
DEVILS_G,Devils Gate,NEM,TAS1,"<p>The Devils Gate Power Station is a conventional hydroelectric power station located in north-western Tasmania, Australia.</p>",NA,-41.349925,146.262709,2023-10-18 04:34:49+00:00,2025-07-08 05:48:47+00:00
DIAPURWF,Diapur 2,NEM,VIC1,<p>The wind farm has an output of up to 7.4 MW and connected to the existing 22 kV electricity network via the Nhill substation in Western Victoria. The two Vestas V150 4.0 MW turbines have 125m hub height (tip height 200m) and produce the equivalent energy usage of around 6000 households.</p>,NA,-36.339953,141.447361,2023-10-18 04:34:49+00:00,2024-12-18 05:20:08+00:00
DRYCGT,Dry Creek,NEM,SA1,"<p>Dry Creek Power Station is a power station at Dry Creek in the northern suburbs of Adelaide, South Australia. It is owned and operated by Synergen Power, a joint venture of Engie and Mitsui. The power station has three open cycle gas turbines, each rated at 52MW. It was commissioned in 1973–1974 by the Electricity Trust of South Australia.As well as peaking electricity generation, the power station also provides ancillary services to support electricity grid stability. Dry Creek Power Station was established around 1978. It receives gas from the Moomba Adelaide Pipeline System. In 2018, the operators of Dry Creek Power Station were fined A$60,000 for failing to respond to instructions from AEMO during a blackout caused by faults elsewhere in the network.</p>",NA,-34.847293,138.582297,2023-10-18 04:34:49+00:00,2025-09-07 01:53:54+00:00
DULAWF,Dulacca,NEM,QLD1,<p>Dulacca Wind Farm is located between the communities of Dulacca and Drillham in the Western Downs Region of Queensland. Construction of Wind Farm commenced in October 2021 and is expected to be completed by Q3 2023.​</p>,NA,-26.637485,149.870186,2023-10-18 04:34:49+00:00,2025-07-08 04:03:00+00:00
DUNDWF,Dundonnell,NEM,VIC1,"<p>Dundonnell Wind Farm is at Dundonnell, 23 kilometres (14 mi) northeast of Mortlake in the Australian state of Victoria. Construction began in January 2019 and was completed in 2020 with 80 Vestas wind turbines with a capacity to generate 336MW of electricity. The drive trains and hubs were assembled at the former Ford Australia site in Geelong.The wind farm is the largest in Victoria, soon to be overtaken by Stockyard Hill. It has contracts to supply 37% of its output to the government of Victoria and 50% to Snowy Hydro. It is being developed by Tilt Renewables. The wind farm connects to the grid via 38 kilometres of 220kV overhead transmission line to a substation near the Mortlake Power Station.A 327 tonne transformer transported at night took four nights to reach Dundonnell from Glen Waverley in eastern Melbourne in August 2019. It was manufactured there by the Wilson Transformer Company. The developer spent $80 million to connect the wind farm to the main 500 kV grid via a 38 km 220 kV Ausnet line, avoiding the connection problems many other generating stations have in the interior. Full commissioning was delayed in mid-2020 due to concerns of the Australian Energy Market Operator (AEMO), despite it being commissioned according to a plan negotiated with AEMO in 2018.</p>",NA,-37.863894,142.943454,2023-10-18 04:34:49+00:00,2025-07-08 02:35:25+00:00
PMATTAEP,Earthpower,NEM,NSW1,<p></p>,NA,-33.824397,151.042142,2023-10-18 04:35:15+00:00,2023-10-18 04:35:15+00:00
EASTCRK,Eastern Creek,NEM,NSW1,<p></p>,NA,-33.815468,150.854307,2023-10-18 04:34:49+00:00,2025-09-07 01:53:55+00:00
EASTCRK2,Eastern Creek 2,NEM,NSW1,<p>This facility is owned and operated by LMS in partnership with Waste Assets Management Corporation and has an installed capacity of 4.5MW.</p>,NA,-33.815468,150.854307,2023-10-18 04:34:49+00:00,2025-09-07 01:53:56+00:00
EDENVSF,Edenvale,NEM,QLD1,<p>The Edenvale Solar Park project (the Project) is a 204 megawatt solar farm under construction in the Western Downs region of Queensland.</p>,NA,-26.947486,150.578494,2023-10-18 04:34:50+00:00,2025-07-08 03:54:28+00:00
EILDON,Eildon,NEM,VIC1,"<p>The Eildon Dam or Eildon Weir, a rock and earth-fill embankment dam with a controlled spillway across the Goulburn River, is located between the regional towns of Mansfield and Eildon within Lake Eildon National Park, in the Alpine region of Victoria, Australia. The dam&#x27;s purpose is for the supply of potable water, irrigation, and the generation of hydroelectricity. The impounded reservoir is called Lake Eildon.</p>",NA,-37.221262,145.920966,2023-10-18 04:34:50+00:00,2025-07-08 04:28:54+00:00
EILDONPD,Eildon,NEM,VIC1,"<p>The Eildon Pondage Power Station is a hydroelectric power station on the Eildon Pondage at Lake Eildon, Victoria, Australia. Eildon Pondage has one turbo generator, with a total generating capacity of 4.5 megawatts (6,000 hp) of electricity. It is owned and operated by Pacific Hydro, and the electricity produced is sold to electricity retailer TXU.Eildon Pondage re-uses the water from Eildon Power Station, which is stored in the pondage to ensure a controlled release into the Goulburn River downstream from Lake Eildon.</p>",NA,-37.221774,145.922582,2023-10-18 04:34:50+00:00,2023-10-18 04:34:50+00:00
ELAINEWF,Elaine,NEM,VIC1,"<p>Lal Lal Wind Farms, which consists of the adjacent Yendon and Elaine sites, are located approximately 10km southeast of Ballarat, Victoria in the area originally inhabited by the Wathaurong people and consist of 60 x 3.8MW turbines in total.</p><p>Elaine Wind Farm comprises 22 wind turbines and connects to the 220kV network via the Elaine Terminal Station.</p>",NA,-37.6352,144.0237,2023-10-18 04:34:50+00:00,2025-07-08 05:26:57+00:00
EMERASF,Emerald,NEM,QLD1,"<p>Emerald Solar Park is a photovoltaic solar power station near Emerald in Queensland, Australia. It was developed by RES Australia who then sold it to Lighthouse Solar Fund. It delivers up to 72 MW AC of electricity to the National Electricity Market. The entire production of the solar farm is contracted to be supplied to Telstra.</p>",NA,-23.50879,148.128017,2023-10-18 04:34:50+00:00,2025-07-08 05:37:38+00:00
ENERGYB,Energy Brix,NEM,VIC1,"<p>The Energy Brix Power Station was a brown coal–fired thermal power station located at Morwell, in Victoria, Australia. The power station was used to supply electricity for the retail market, as well as the production of briquettes in the adjacent Energy Brix briquette works. It was shut down in August 2014 and is currently the earliest surviving large-scale power station designed to provide electricity to the state electricity network.</p>",NA,-38.254444,146.413611,2023-10-18 04:34:50+00:00,2025-09-07 01:53:59+00:00
ERARING,Eraring,NEM,NSW1,"<p>Eraring Power Station is a coal fired electricity power station with four 720 MW Toshiba steam driven turbo-alternators for a combined capacity of 2,880 MW. The station is located near the township of Dora Creek, on the western shore of Lake Macquarie, New South Wales, Australia and is owned and operated by Origin Energy.  It is Australia&#x27;s largest power station. The plant has two smokestacks rising 200 m (656 ft) in height.</p>",NA,-33.061548,151.524612,2023-10-18 04:34:50+00:00,2025-09-07 01:54:00+00:00
ERB,Eraring,NEM,NSW1,"<p>The Eraring BESS will support further renewable project development by charging during the day when renewable energy sources like solar generation is plentiful and discharging into the grid during peak periods.</p><p>Locating a battery at Eraring also takes advantage of the existing transmission infrastructure, minimising the need for construction of long transmission lines.</p><p>All three stages of the Eraring BESS are now under construction. Stage one and three have a capacity of 460MW with a dispatch duration of four hours and are scheduled to come online in the final quarter of 2025. The second stage of the battery is scheduled to come online in the first quarter of 2027, adding a further 240MW with a dispatch duration of four hours.</p><p>The combined energy storage of all stages of the battery will be 2.8 GWh, enabling Origin to help keep the grid stable and support more variable renewable energy coming into the system.</p>",NA,-33.066837,151.515026,2024-12-06 01:00:45+00:00,2025-08-26 00:20:05+00:00
ERGT01,Eraring,NEM,NSW1,"Eraring Power Station is a coal fired electricity power station with four 720 MW Toshiba steam driven turbo-alternators for a combined capacity of 2,880 MW. The station is located near the township of Dora Creek, on the western shore of Lake Macquarie, New South Wales, Australia and is owned and operated by Origin Energy.  It is Australia's largest power station. The plant has two smokestacks rising 200 m (656 ft) in height.",NA,-33.062117,151.517224,2023-10-18 04:34:50+00:00,2024-12-12 12:05:20+00:00
0ERB2,Eraring 2,NEM,NSW1,"<p>The Eraring BESS will support further renewable project development by charging during the day when renewable energy sources like solar generation is plentiful and discharging into the grid during peak periods.</p><p>Locating a battery at Eraring also takes advantage of the existing transmission infrastructure, minimising the need for construction of long transmission lines.</p><p>All three stages of the Eraring BESS are now under construction. Stage one and three have a capacity of 460MW with a dispatch duration of four hours and are scheduled to come online in the final quarter of 2025. The second stage of the battery is scheduled to come online in the first quarter of 2027, adding a further 240MW with a dispatch duration of four hours.</p><p>The combined energy storage of all stages of the battery will be 2.8 GWh, enabling Origin to help keep the grid stable and support more variable renewable energy coming into the system.</p>",NA,-33.066837,151.515026,2025-03-07 00:38:28+00:00,2025-04-01 22:50:55+00:00
FWF,Ferguson,NEM,VIC1,"<p>Ferguson Wind Farm has an output of 10.8 MW and is connected to the existing 22 kV electricity network in the southwest Victoria via two separate connection points (Ferguson North 3.6 MW and Ferguson South 7.2 MW). It consists of three Vestas V136 4.0 MW turbines that have a rotor diameter of 136m, a tip height of 200m and together produce the equivalent energy usage of around 7,500 households.</p>",NA,-38.610902,143.179321,2024-12-18 22:17:14+00:00,2025-08-05 07:02:50+00:00
FINLEYSF,Finley,NEM,NSW1,"<p>Finley Solar Farm is a photovoltaic power station near Finley in New South Wales, Australia. It was developed at a cost of A$170 million by ESCO Pacific in 2019 and built and commissioned by Signal Energy Australia Pty Ltd. ESCO sold the project to John Laing Group on 12 November 2018 at the same time as Westpac and ANZ Banks committed to the debt funding for the development.The solar farm has a seven-year power purchase agreement to supply electricity to Bluescope Steel.</p>",NA,-35.64421,145.508644,2023-10-18 04:34:52+00:00,2025-07-08 04:11:29+00:00
FISHER,Fisher,NEM,TAS1,"<p>Water from Lake Mackenzie flows through canals, tunnels and pipes to the Fisher Power Station. The water drops 650 metres to Fisher then runs into Lake Parangana.</p>",NA,-41.672662,146.268739,2023-10-18 04:34:52+00:00,2025-08-04 07:01:42+00:00
FLYCRKWF,Flyers Creek,NEM,NSW1,<p>Flyers Creek Wind Farm is a 145-Megawatt project owned by Iberdrola Australia. The wind farm site is located approximately 20 kilometres south of Orange in the Blayney and Cabonne Local Government Areas in the Central West region of New South Wales.</p>,NA,-33.521475,149.045234,2023-10-18 04:34:52+00:00,2025-07-08 04:23:50+00:00
0FULHAMSF,Fulham,NEM,VIC1,"<p>The Fulham Project is a proposed solar farm of 80 megawatts (enough to power around 25,000 homes) with battery storage of up to 120 megawatt hours to be located on 400 acres of farmland adjacent to the north west corner of the Hopkins Road and McLarens Road intersection, Fulham (within the Wellington Shire). The solar farm is planned to co-exist with existing grazing activities on the site.</p>",NA,-38.121256,146.973124,2025-04-10 23:42:48+00:00,2025-04-11 00:15:25+00:00
GANGARR,Gangarri,NEM,QLD1,"<p>The 120MW solar farm is located in Woleebee, not far from the town of Wandoan in the Western Downs region of Queensland and is being built on land owned by Shell’s QGC business. The project is expected to be completed in early 2021.</p>",NA,-26.254813,149.986704,2023-10-18 04:34:52+00:00,2025-07-08 04:43:20+00:00
GANNBESS,Gannawarra,NEM,VIC1,"<p>Gannawarra Energy Storage System (GESS) is a grid-connected energy storage system adjacent to the Gannawarra Solar Farm in Wandella in the Shire of Gannawarra, 14km west of Kerang.<br/>The Gannawarra Energy Storage System was partially funded by grants from the Australian Renewable Energy Agency and the Victorian Government. It is owned by Wirsol and Edify Energy and operated by EnergyAustralia. The batteries were provided by Tesla, Inc. and Engineering, procurement and construction was provided by RCR Tomlinson. It helps to ease the demand on a constrained transmission line and balances higher levels of renewable energy on the grid. It first exported electricity to the grid in October 2018.</p>",NA,-33.735056,143.779462,2023-10-18 04:34:52+00:00,2025-09-15 01:56:27+00:00
GANNSF,Gannawarra,NEM,VIC1,"<p>Gannawarra Solar Farm is a photovoltaic solar power station in the Gannawarra Shire, 13 kilometres (8.1 mi) west of Kerang in the Australian state of Victoria. It generates up to 60 MWdc electricity and exports up to 50.61 MWAC to the National Electricity Market at 66 kV.</p>",NA,-35.73,143.7711,2023-10-18 04:34:52+00:00,2025-08-04 06:36:09+00:00
GEORGTWN,George Town,NEM,TAS1,<p>Tempo</p><p>Tempo</p>,NA,-41.091063,146.893204,2023-10-18 04:34:52+00:00,2025-09-07 01:54:01+00:00
GERMCRK,German Creek,NEM,QLD1,<p></p><p></p><p>The power station consists of sixteen 2MW power generation modules using Caterpillar 3520C generator sets and four 3.3MW power generating modules using Jenbacher J620 generator sets.</p><p></p>,NA,-22.928526,148.549097,2023-10-18 04:34:52+00:00,2025-09-07 01:54:02+00:00
GIRGSF,Girgarre,NEM,VIC1,"<p>The Girgarre Solar Farm Project will consist of the construction and operation of approximately 169,500 photovoltaic (PV) modules and the related civil and electrical infrastructure. The Project is in the Shire of Campaspe, in Victoria, Australia. The site is located approximately 10 km north-west of Stanhope and approximately 50km west of Shepparton.</p><p>The construction of the Girgarre Solar Farm has an investment value of over $140 million. The estimated construction timeframe for the plant is expected to be approximately 18 months, while the plant&#x27;s operational life is estimated at approximately 35 years.</p>",NA,-26.2548,149.9867,2024-10-01 04:34:10+00:00,2024-11-04 03:42:31+00:00
GSTONE,Gladstone,NEM,QLD1,"<p>The Gladstone Power Station is a power station at Callemondah, Gladstone, Queensland, Australia. It is Queensland&#x27;s largest power station, with six coal powered steam turbines generating a maximum of 1,680 MW of electricity. Power from the station was first generated in 1976.<br/>This fossil fuel power plant draws seawater for cooling. Black coal is brought by rail from the Curragh coal mine, 200 kilometres (120 mi) west of Rockhampton.</p>",NA,-23.848741,151.220787,2023-10-18 04:34:52+00:00,2025-09-07 01:54:08+00:00
GLBWNHYD,Glenbawn,NEM,NSW1,"<p>Glenbawn Power Station was built in 1995 within the Glenbawn Dam wall structure on the Hunter River about 15 kilometres south-east of Scone in New South Wales and has a maximum generation capacity of 5.5 MW. Glenbawn power station typically generates power using summer irrigation and flood mitigation flows.<br/><br/>Glenbawn Dam&#x27;s storage capacity is approximately 750 GL with only small demands from other uses, enabling water releases for the power station on a regular basis.</p>",NA,-32.107937,150.999481,2023-10-18 04:34:52+00:00,2024-10-29 23:25:45+00:00
0GLENELLEN,Glenellen,NEM,NSW1,"<p>The Glenellen project will have an installed capacity of 260 MWp and will be located in Greater Hume (New South Wales). The plant will generate energy with its 370,000 solar modules. The project is currently in the development phase, and commercial operations are scheduled to begin in 2025.</p>",NA,-35.929882,146.909107,2025-01-31 00:56:03+00:00,2025-01-31 01:01:40+00:00
GLENMAGG,Glenmaggie,NEM,VIC1,<p></p>,NA,-37.904836,146.800388,2023-10-18 04:34:53+00:00,2024-12-19 00:29:36+00:00
GLENNCRK,Glennies Creek,NEM,NSW1,<p></p>,NA,-32.464343,151.130432,2023-10-18 04:34:53+00:00,2025-09-07 01:54:03+00:00
GLENSF,Glenrowan,NEM,VIC1,"<p>The Glenrowan Solar Farm is a 130MWac solar project located 2km south-west of Glenrowan, in the Rural City of Wangaratta, approximately 230 kilometres north-east of Melbourne, Victoria.</p><p>The location sits within Victoria’s Central North Renewable Energy Zone (REZ), one of six across the state supporting the Victorian Government’s Renewable Energy Target (VRET) of 50% by 2030 and the transition to a carbon-neutral future.</p>",NA,-36.464,146.221,2024-09-17 04:42:02+00:00,2024-11-04 04:50:01+00:00
GLRWNSF,Glenrowan West,NEM,VIC1,"<p>Glenrowan West Solar Farm will be a single axis tracking project, located just off the Hume Freeway, between Benalla and Wangaratta, 11km south-west of the town of Glenrowan in Victoria. The site is designed to have an installed capacity of approx. 149-megawatt peak (MWp) DC which covers 323 hectares of land and has commenced early stage construction as of February 2020.</p>",NA,-36.488083,146.146887,2023-10-18 04:34:53+00:00,2025-07-08 04:22:44+00:00
0GNARWARREBESS,Gnarwarre,NEM,VIC1,<p>FRV Services Australia (FRV) is proposing to build a 250MW/500MWh Battery Energy Storage System near Gnarwarre in Victoria. The project will assist the national electrical network to compensate for times of peak demand and energy oversupply.</p>,NA,-38.148311,144.139484,2025-10-31 04:40:07+00:00,2025-10-31 05:04:36+00:00
GPWFEST,Golden Plains East,NEM,VIC1,"<p>Golden Plains Wind Farm – East commenced construction in 2023. The project involves the establishment of the first stage of a wind energy facility including 122 wind turbines and associated electrical infrastructure to the west, south and south-west of Rokewood. Rokewood is a small rural town in the Shire of Golden Plains located approximately 60 km north-west of Geelong. </p>",NA,-37.9729,143.783,2024-10-01 04:23:43+00:00,2024-10-31 05:43:17+00:00
0GPWFWST,Golden Plains West,NEM,VIC1,"<p>Golden Plains Wind Farm – West involves the establishment of the second stage of a wind energy facility including wind turbines and associated electrical infrastructure to the west, south and south-west of Rokewood, a small rural town in the Shire of Golden Plains, approximately 60 km north-west of Geelong</p>",NA,-37.90844,143.664887,2025-05-01 05:42:13+00:00,2025-05-01 05:44:23+00:00
GOONUMSF,Goonumbla,NEM,NSW1,"<p>Goonumbla Solar Farm is a 83.70 MW dc PV plant located approximately 10km west of the town of Parkes and 280km North West of Sydney in New South Wales.</p><p>The plant consists of approximately 270,000 solar panels installed across the 385-hectare site.</p>",NA,-33.106413,148.099274,2023-10-18 04:34:53+00:00,2025-07-08 05:42:07+00:00
0GOORESF,Goorambat,NEM,VIC1,"<p>The Goorambat East Solar Farm is a renewable energy development located about 12 kilometres north of Benalla and just south of the Goorambat township in Victoria, on the land of the Yorta Yorta people.</p><p>ENGIE entered into a commercial arrangement with Neoen to purchase the project in 2023 and have been progressing steadily towards construction.</p><p>The site is approximately 630 hectares across five private rural properties in the Benalla Rural City Council local government area and is primarily accessible from the Goorambat-Chesney Road, Spinks Lane and Saunders Road.</p>",NA,-36.427352,145.918853,2024-12-15 23:38:05+00:00,2024-12-15 23:38:05+00:00
GORDON,Gordon,NEM,TAS1,"<p>The Gordon Power Station is the largest conventional hydroelectric power station in Tasmania, Australia; located in the South West region of the state. The power station is situated on  Gordon River. Water from  Lake Gordon descends 183 metres (600 ft) underground past the Gordon Dam and into the power station.</p>",NA,-42.740157,145.983375,2023-10-18 04:34:53+00:00,2025-07-08 02:27:31+00:00
0GRIVSF,Goulburn River,NEM,NSW1,"<p>The Goulburn River project consists of a 585 MWp solar farm and battery energy storage system (BESS), located between Wollar and Merriwa, on Wollara Road, in the Upper Hunter Region of NSW.</p><p>Lightsource bp will construct and operate the project and deliver renewable energy to Australia’s grid. The project includes a battery to shift renewable energy to night-time peaks and support the reliable operation of Australia’s grid. The project will also include operation and maintenance buildings, a temporary onsite workers accommodation camp, and electrical infrastructure required to connect to the existing electricity network.</p>",NA,-32.282141,150.102488,2025-02-14 02:43:32+00:00,2025-09-19 07:33:47+00:00
GSWF,Goyder South,NEM,SA1,"<p>Goyder South Wind Farm is the first stage of the Goyder Renewables Zone development near Burra, South Australia. The Goyder South Wind Farm will be on the hills south-east of the town of Burra.<br/><br/>Early construction works for stage 1 began in December 2021. The project is owned by Neoen and the construction contract was awarded to a consortium of GE Renewable Energy and Elecnor.</p>",NA,-33.682196,138.936249,2023-10-18 04:34:55+00:00,2025-07-08 02:29:57+00:00
GRANGEAV,Grange Avenue,NEM,NSW1,<p></p>,NA,-33.713011,150.83316,2023-10-18 04:34:53+00:00,2025-09-07 01:54:05+00:00
GRANWF,Granville Harbour,NEM,TAS1,"<p>Granville Harbour Wind Farm is a wind farm project being developed and constructed by Palisade Investment Partners, on the west coast of Tasmania, Australia.  <br/>The facility first generated to the grid on 27th February 2020 with the completion of its first turbine. When finished, the wind farm will have 31 wind turbines and have a maximum capacity of 112 MW. It is located on a site 35 kilometres (22 mi) northwest of Zeehan, Tasmania.Considerations are underway for a second Bass Strait interconnector to increase Tasmania&#x27;s electricity export capacity.</p>",NA,-41.802,145.056,2023-10-18 04:34:53+00:00,2025-07-08 04:48:56+00:00
GREENB,Greenbank,NEM,QLD1,"<p>CS Energy is developing a large-scale battery in Greenbank, a suburb within the Logan City Council area, to develop cleaner and more reliable energy for Queenslanders.<br/><br/>The Greenbank Battery will have a discharge capacity of 200 megawatts and store 400 megawatt hours of energy (200MW/400MWh) - enough to power 66,000 homes for two hours in the evening peak before needing to recharge.</p><p>It will use lithium iron phosphate (also known as lithium ferro phosphate [LFP], or LiFePO4) batteries, which are the safest lithium batteries currently available.</p>",NA,-27.733562,152.955042,2024-10-31 03:06:05+00:00,2025-08-26 00:46:49+00:00
